"37.953","-107.908"
"41.163","-73.125"
"41.329","-72.044"
"41.263","-72.886"
"41.938","-72.683"
"38.851","-77.037"
"38.947","-77.459"
"39.678","-75.606"
"29.179","-81.058"
"26.071","-80.152"
"26.535","-81.755"
"29.689","-82.271"
"30.493","-81.687"
"24.556","-81.759"
"27.988","-82.017"
"24.725","-81.051"
"28.102","-80.644"
"25.795","-80.289"
"26.152","-81.774"
"29.171","-82.223"
"28.428","-81.309"
"28.776","-81.234"
"30.358","-85.795"
"30.472","-87.186"
"26.918","-81.990"
"27.395","-82.554"
"29.959","-81.339"
"27.909","-82.687"
"30.396","-84.350"
"27.974","-82.532"
"28.514","-80.798"
"27.655","-80.417"
"26.682","-80.095"
"31.535","-84.194"
"33.948","-83.325"
"33.636","-84.427"
"33.369","-81.964"
"31.259","-81.466"
"32.516","-84.938"
"32.692","-83.648"
"32.126","-81.202"
"30.780","-83.275"
"19.719","-155.048"
"21.318","-157.921"
"20.898","-156.429"
"19.738","-156.045"
"21.152","-157.095"
"20.785","-156.951"
"21.975","-159.338"
"41.884","-91.710"
"41.533","-93.663"
"42.402","-90.709"
"42.551","-94.191"
"43.157","-93.330"
"42.402","-96.384"
"42.557","-92.400"
"43.564","-116.222"
"47.773","-116.818"
"43.503","-114.295"
"43.513","-112.070"
"46.373","-117.015"
"42.909","-112.595"
"42.481","-114.487"
"38.889","-90.045"
"38.544","-89.834"
"40.476","-88.915"
"38.569","-90.155"
"37.777","-89.252"
"40.038","-88.277"
"41.785","-87.752"
"41.978","-87.907"
"42.195","-89.096"
"39.834","-88.865"
"37.754","-89.011"
"39.477","-88.279"
"41.447","-90.507"
"38.322","-88.858"
"40.664","-89.692"
"39.942","-91.194"
"39.843","-89.677"
"39.145","-86.616"
"39.261","-85.896"
"38.038","-87.530"
"40.977","-85.194"
"41.616","-87.412"
"39.716","-86.294"
"40.412","-86.936"
"40.242","-85.395"
"41.708","-86.316"
"39.451","-87.307"
"41.453","-87.007"
"37.763","-99.965"
"37.926","-100.723"
"38.343","-98.859"
"38.841","-99.272"
"38.065","-97.860"
"37.043","-100.959"
"39.140","-96.671"
"38.790","-97.652"
"38.950","-95.663"
"37.649","-97.432"
"36.964","-86.419"
"39.048","-84.667"
"38.036","-84.608"
"38.173","-85.736"
"37.738","-87.166"
"37.060","-88.772"
"31.326","-92.548"
"30.532","-91.149"
"30.205","-91.987"
"30.210","-93.142"
"30.125","-93.222"
"32.510","-92.037"
"30.037","-91.883"
"29.992","-90.259"
"32.446","-93.824"
"42.469","-71.288"
"42.362","-71.006"
"41.668","-70.279"
"41.252","-70.059"
"42.193","-72.534"
"41.393","-70.613"
"42.157","-72.715"
"42.266","-71.874"
"39.174","-76.667"
"39.708","-77.725"
"38.339","-75.509"
"44.807","-68.827"
"44.449","-68.361"
"43.645","-70.308"
"46.688","-68.044"
"45.077","-83.560"
"42.306","-85.250"
"42.212","-83.353"
"42.238","-83.530"
"45.722","-87.093"
"42.965","-83.743"
"42.880","-85.522"
"47.167","-88.488"
"45.817","-88.114"
"46.526","-90.130"
"42.234","-85.551"
"42.777","-84.585"
"44.271","-86.246"
"46.353","-87.395"
"43.167","-86.235"
"45.570","-84.796"
"42.665","-83.419"
"43.532","-84.078"
"46.250","-84.471"
"44.741","-85.581"
"47.510","-94.934"
"46.404","-94.133"
"46.841","-92.193"
"47.386","-92.838"
"48.565","-93.402"
"44.881","-93.221"
"43.908","-92.500"
"45.546","-94.059"
"48.065","-96.184"
"36.531","-93.200"
"37.224","-89.570"
"38.817","-92.218"
"37.151","-94.497"
"39.122","-94.592"
"39.297","-94.713"
"40.093","-92.544"
"37.245","-93.388"
"39.771","-94.909"
"38.748","-90.369"
"38.662","-90.652"
"28.201","-177.380"
"30.367","-89.454"
"33.447","-88.591"
"33.482","-90.985"
"30.407","-89.069"
"31.466","-89.336"
"32.311","-90.075"
"32.331","-88.751"
"31.613","-91.297"
"34.384","-89.536"
"34.684","-90.347"
"34.268","-88.769"
"45.807","-108.542"
"45.776","-111.152"
"45.954","-112.497"
"48.212","-106.614"
"47.138","-104.807"
"47.481","-111.369"
"48.542","-109.762"
"46.606","-111.982"
"48.310","-114.256"
"47.048","-109.466"
"46.427","-105.885"
"46.916","-114.090"
"47.706","-104.192"
"44.688","-111.116"
"48.094","-105.574"
"35.435","-82.541"
"35.213","-80.948"
"35.387","-80.709"
"34.990","-78.879"
"36.101","-79.940"
"35.634","-77.384"
"35.740","-81.389"
"34.828","-77.612"
"35.330","-77.608"
"35.072","-77.042"
"35.237","-79.388"
"35.876","-78.787"
"35.856","-77.891"
"34.270","-77.902"
"36.133","-80.221"
"46.772","-100.745"
"48.114","-98.908"
"46.797","-102.801"
"46.919","-96.815"
"47.946","-97.173"
"46.929","-98.677"
"48.257","-101.277"
"48.177","-103.642"
"42.053","-102.803"
"42.837","-103.095"
"40.966","-98.309"
"40.726","-99.006"
"40.850","-96.759"
"40.206","-100.591"
"41.125","-100.683"
"41.303","-95.893"
"41.873","-103.595"
"42.932","-71.435"
"43.077","-70.822"
"39.457","-74.576"
"40.692","-74.168"
"40.850","-74.060"
"40.276","-74.813"
"35.039","-106.609"
"32.337","-104.263"
"34.425","-103.076"
"36.740","-108.229"
"32.687","-103.216"
"32.289","-106.921"
"33.301","-104.529"
"33.460","-105.529"
"35.616","-106.089"
"32.636","-108.156"
"40.824","-115.791"
"39.299","-114.841"
"36.079","-115.152"
"36.210","-115.194"
"39.498","-119.767"
"42.748","-73.801"
"42.208","-75.978"
"42.940","-78.729"
"42.159","-76.891"
"40.728","-73.413"
"43.340","-73.610"
"42.491","-76.458"
"42.153","-79.258"
"44.935","-74.844"
"41.701","-74.794"
"40.639","-73.778"
"40.776","-73.871"
"40.794","-73.100"
"41.504","-74.104"
"43.107","-78.945"
"44.681","-75.465"
"44.650","-73.467"
"41.625","-73.883"
"43.118","-77.671"
"43.233","-75.407"
"44.384","-74.206"
"43.111","-76.106"
"43.991","-76.020"
"41.066","-73.707"
"40.915","-81.443"
"39.103","-84.417"
"41.516","-81.683"
"41.409","-81.854"
"40.079","-83.072"
"39.996","-82.891"
"39.813","-82.927"
"39.902","-84.218"
"40.820","-82.516"
"39.839","-83.839"
"41.586","-83.807"
"39.427","-83.791"
"41.261","-80.679"
"34.567","-98.416"
"35.392","-97.600"
"36.161","-97.085"
"36.198","-95.887"
"44.123","-123.211"
"42.156","-121.732"
"42.373","-122.872"
"44.579","-124.057"
"43.416","-124.246"
"45.694","-118.841"
"45.588","-122.596"
"44.254","-121.149"
"44.909","-123.002"
"40.652","-75.440"
"40.296","-78.319"
"41.802","-78.639"
"41.177","-78.898"
"42.082","-80.173"
"41.376","-79.860"
"40.192","-76.762"
"40.315","-78.834"
"40.121","-76.294"
"40.273","-79.406"
"39.871","-75.240"
"40.491","-80.232"
"40.377","-75.965"
"40.848","-77.848"
"41.338","-75.722"
"41.241","-76.921"
"18.494","-67.128"
"18.134","-65.493"
"18.008","-66.563"
"18.438","-66.002"
"41.723","-71.427"
"34.494","-82.709"
"32.898","-80.040"
"33.938","-81.118"
"34.185","-79.723"
"34.758","-82.375"
"34.895","-82.218"
"32.223","-80.697"
"33.679","-78.927"
"45.448","-98.421"
"44.304","-96.816"
"44.384","-98.227"
"44.382","-100.285"
"44.045","-103.057"
"43.581","-96.741"
"44.913","-97.154"
"36.474","-82.407"
"35.034","-85.203"
"35.599","-88.915"
"35.810","-83.993"
"35.042","-89.976"
"35.356","-89.869"
"36.123","-86.677"
"36.008","-86.519"
"32.411","-99.681"
"35.218","-101.705"
"29.108","-95.462"
"30.194","-97.669"
"29.950","-94.020"
"25.906","-97.425"
"30.588","-96.363"
"27.769","-97.501"
"32.846","-96.851"
"32.896","-97.037"
"29.373","-100.926"
"31.807","-106.375"
"31.066","-97.828"
"32.987","-97.318"
"32.818","-97.361"
"26.226","-97.655"
"29.607","-95.158"
"29.984","-95.341"
"29.645","-95.278"
"27.543","-99.461"
"32.383","-94.711"
"33.663","-101.819"
"26.175","-98.238"
"31.942","-102.201"
"31.357","-100.495"
"29.533","-98.468"
"32.353","-95.402"
"28.852","-96.917"
"31.612","-97.229"
"33.988","-98.491"
"37.700","-113.098"
"41.790","-111.851"
"38.754","-109.754"
"41.195","-112.012"
"40.218","-111.722"
"40.788","-111.977"
"37.036","-113.510"
"40.440","-109.509"
"40.718","-114.030"
"38.139","-78.452"
"37.324","-79.201"
"37.131","-76.492"
"36.894","-76.201"
"37.505","-77.319"
"37.324","-79.974"
"38.263","-78.896"
"44.471","-73.153"
"43.529","-72.949"
"48.792","-122.537"
"47.907","-122.280"
"47.208","-119.318"
"46.264","-119.118"
"46.743","-117.109"
"47.529","-122.301"
"47.449","-122.311"
"47.618","-117.534"
"46.094","-118.288"
"47.397","-120.205"
"46.567","-120.543"
"44.258","-88.518"
"44.865","-91.483"
"44.484","-88.129"
"42.619","-89.041"
"43.878","-91.256"
"43.139","-89.337"
"42.946","-87.896"
"44.776","-89.666"
"45.630","-89.466"
"37.787","-81.123"
"38.375","-81.592"
"39.297","-80.226"
"38.367","-82.560"
"37.858","-80.399"
"39.643","-79.916"
"39.344","-81.438"
"42.908","-106.464"
"41.155","-104.810"
"44.519","-109.023"
"44.348","-105.539"
"43.607","-110.737"
"41.312","-105.674"
"43.064","-108.459"
"41.593","-109.065"
"44.768","-106.979"
"43.962","-107.950"
